year,quarter,region,average_price_houses_sold,total_value_house_sales,total_number_house_sales,data_note,footnotes,data_source,region_code,geographic_boundary
2023,4,Whitehorse - Takhini,,,,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.TK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.TK'>View boundary on map</a>
2023,4,Whitehorse - Whistle Bend,649600,12341800,19,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.WB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.WB'>View boundary on map</a>
2023,3,Whitehorse - City,664600,53171300,80,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH'>View boundary on map</a>
2023,3,Whitehorse - Copper Ridge,630500,10719000,17,Includes Ingram and Logan since 2008,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.CR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.CR'>View boundary on map</a>
2023,3,Whitehorse - Country Residential,851400,7662800,9,Includes Wolf Creek; Pineridge; Mary Lake; MacPherson; Hidden Valley; etc.,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.CNTRYRES,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.CNTRYRES'>View boundary on map</a>
2023,3,Whitehorse - Downtown,570600,2282500,4,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.DT,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.DT'>View boundary on map</a>
2023,3,Whitehorse - Granger,735000,2940000,4,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.GR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.GR'>View boundary on map</a>
2023,3,Whitehorse - Other,,,,Includes house sales in Hillcrest; Crestview; and Valleyview,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.OTH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.OTH'>View boundary on map</a>
2023,3,Whitehorse - Porter Creek,626100,6887600,11,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.PC'>View boundary on map</a>
2023,3,Whitehorse - Riverdale,626000,7511800,12,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.RD,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.RD'>View boundary on map</a>
2023,3,Whitehorse - Takhini,,,,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.TK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.TK'>View boundary on map</a>
2023,3,Whitehorse - Whistle Bend,678000,10847700,16,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.WB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.WB'>View boundary on map</a>
2023,2,Whitehorse - City,628700,51556500,82,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH'>View boundary on map</a>
2023,2,Whitehorse - Copper Ridge,629500,10700700,17,Includes Ingram and Logan since 2008,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.CR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.CR'>View boundary on map</a>
2023,2,Whitehorse - Country Residential,742100,5195000,7,Includes Wolf Creek; Pineridge; Mary Lake; MacPherson; Hidden Valley; etc.,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.CNTRYRES,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.CNTRYRES'>View boundary on map</a>
2023,2,Whitehorse - Downtown,476000,2379900,5,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.DT,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.DT'>View boundary on map</a>
2023,2,Whitehorse - Granger,,,,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.GR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.GR'>View boundary on map</a>
2023,2,Whitehorse - Other,550200,2751200,5,Includes house sales in Hillcrest; Crestview; and Valleyview,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.OTH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.OTH'>View boundary on map</a>
2023,2,Whitehorse - Porter Creek,642000,7062400,11,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.PC'>View boundary on map</a>
2023,2,Whitehorse - Riverdale,591400,10054000,17,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.RD,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.RD'>View boundary on map</a>
2023,2,Whitehorse - Takhini,,,,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.TK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.TK'>View boundary on map</a>
2023,2,Whitehorse - Whistle Bend,655200,10483400,16,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.WB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.WB'>View boundary on map</a>
2023,1,Whitehorse - City,635000,21588700,34,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH'>View boundary on map</a>
2023,1,Whitehorse - Copper Ridge,607400,4859500,8,Includes Ingram and Logan since 2008,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.CR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.CR'>View boundary on map</a>
2023,1,Whitehorse - Country Residential,,,,Includes Wolf Creek; Pineridge; Mary Lake; MacPherson; Hidden Valley; etc.,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.CNTRYRES,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.CNTRYRES'>View boundary on map</a>
2023,1,Whitehorse - Downtown,,,0,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.DT,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.DT'>View boundary on map</a>
2023,1,Whitehorse - Granger,661800,1985400,3,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.GR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.GR'>View boundary on map</a>
2023,1,Whitehorse - Other,,,0,Includes house sales in Hillcrest; Crestview; and Valleyview,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.OTH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.OTH'>View boundary on map</a>
2023,1,Whitehorse - Porter Creek,591800,3550500,6,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.PC'>View boundary on map</a>
2023,1,Whitehorse - Riverdale,549700,1649000,3,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.RD,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.RD'>View boundary on map</a>
2023,1,Whitehorse - Takhini,,,,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.TK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.TK'>View boundary on map</a>
2023,1,Whitehorse - Whistle Bend,630200,6931800,11,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.WB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.WB'>View boundary on map</a>
2022,4,Whitehorse - City,639700,40301800,63,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH'>View boundary on map</a>
2022,4,Whitehorse - Copper Ridge,653100,7837500,12,Includes Ingram and Logan since 2008,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.CR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.CR'>View boundary on map</a>
2022,4,Whitehorse - Country Residential,774400,3872000,5,Includes Wolf Creek; Pineridge; Mary Lake; MacPherson; Hidden Valley; etc.,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.CNTRYRES,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.CNTRYRES'>View boundary on map</a>
2022,4,Whitehorse - Downtown,,,0,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.DT,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.DT'>View boundary on map</a>
2022,4,Whitehorse - Granger,,,,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.GR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.GR'>View boundary on map</a>
2022,4,Whitehorse - Other,623300,1870000,3,Includes house sales in Hillcrest; Crestview; and Valleyview,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.OTH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.OTH'>View boundary on map</a>
2022,4,Whitehorse - Porter Creek,619600,10532900,17,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.PC'>View boundary on map</a>
2022,4,Whitehorse - Riverdale,577400,6928500,12,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.RD,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.RD'>View boundary on map</a>
2022,4,Whitehorse - Takhini,,,,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.TK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.TK'>View boundary on map</a>
2022,4,Whitehorse - Whistle Bend,667800,8680900,13,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.WB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.WB'>View boundary on map</a>
2022,3,Whitehorse - City,701200,70116200,100,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH'>View boundary on map</a>
2022,3,Whitehorse - Copper Ridge,719400,11511100,16,Includes Ingram and Logan since 2008,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.CR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.CR'>View boundary on map</a>
2022,3,Whitehorse - Country Residential,758300,10616500,14,Includes Wolf Creek; Pineridge; Mary Lake; MacPherson; Hidden Valley; etc.,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.CNTRYRES,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.CNTRYRES'>View boundary on map</a>
2022,3,Whitehorse - Downtown,521000,2084000,4,,Figures are derived from the Yukon Real Estate Survey. Q1 = first quarter (Jan/Feb/Mar). Q2 = Apr/May/Jun. Q3 = Jul/Aug/Sep. Q4 = Oct/Nov/Dec). Blank values indicate suppressed data for confidentiality or not applicable. When the number of transactions for a property type is small (generally less than five) the total as well as the average value of transactions should be used with caution.,Government of Yukon: Bureau of Statistics,YK.WH.DT,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/bbc1ef60c012486f9bd303591b6c3482#GEO_CODE=YK.WH.DT'>View boundary on map</a>
