year,region,total_permits,total_permit_value,residential_permits,new_residential_permits,value_residential_permits,industrial_permits,industrial_permit_value,gov_inst_permits,gov_inst_permit_value,commercial_permits,commercial_permit_value,data_note,footnotes,data_source,region_code,geographic_boundary
2009,Faro,11,1895000,9,1,1879000,0,0,0,0,2,16000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2009,Haines Junction,67,2889000,62,5,2684000,1,18000,2,20000,2,168000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2009,Mayo,20,1349000,17,4,509000,1,830000,1,2000,1,8000,Including Elsa and Keno.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2009,Old Crow,6,291000,5,3,286000,0,0,1,5000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2009,Pelly Crossing,11,819000,2,2,22000,0,0,3,24000,6,774000,Including Stewart Crossing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2009,Ross River,23,437000,21,1,404000,0,0,2,33000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2009,Teslin,31,2687000,20,2,2636000,0,0,3,7000,8,43000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2009,Whitehorse - City,983,116681000,842,131,25621000,17,826000,58,82704000,66,7531000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WH'>View boundary on map</a>
2009,Watson Lake,57,4727000,42,2,545000,5,233000,3,24000,7,3925000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2008,Yukon,1600,71300000,1361,303,48571000,38,3895000,76,7822000,125,11013000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK'>View boundary on map</a>
2008,Beaver Creek,8,221000,6,2,68000,0,0,2,153000,0,0,Including Burwash Landing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2008,Carcross,19,1065000,8,2,248000,1,175000,9,637000,1,5000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2008,Carmacks,25,1969000,22,8,979000,1,950000,1,5000,1,35000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2008,Destruction Bay,3,68000,3,1,68000,0,0,0,0,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2008,Dawson,89,3260000,72,10,2193000,0,0,3,441000,14,626000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2008,Faro,10,58000,6,0,43000,0,0,3,11000,1,5000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2008,Haines Junction,32,1181000,26,3,1040000,0,0,2,26000,4,115000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2008,Mayo,19,1081000,12,1,276000,1,40000,4,675000,2,91000,Including Elsa and Keno.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2008,Old Crow,12,355000,10,2,325000,0,0,2,30000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2008,Pelly Crossing,12,1339000,8,6,628000,1,0,1,712000,2,0,Including Stewart Crossing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2008,Ross River,7,250000,5,1,225000,0,0,2,25000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2008,Teslin,16,1436000,12,7,1311000,0,0,3,120000,1,5000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2008,Whitehorse - City,1030,45218000,905,193,30691000,30,2578000,22,2681000,73,9269000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WH'>View boundary on map</a>
2008,Watson Lake,69,1975000,54,4,909000,0,0,11,908000,4,158000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2007,Yukon,1608,96814000,1360,309,49582000,49,16333000,86,15894000,113,15006000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK'>View boundary on map</a>
2007,Beaver Creek,5,181000,3,0,11000,2,170000,0,0,0,0,Including Burwash Landing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2007,Carcross,14,213000,4,1,55000,0,0,8,106000,2,52000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2007,Carmacks,15,705000,13,4,555000,1,75000,0,0,1,75000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2007,Destruction Bay,16,1965000,14,10,1955000,0,0,1,5000,1,5000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2007,Dawson,78,6214000,63,21,2449000,0,0,9,3335000,6,430000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2007,Faro,23,356000,15,2,226000,0,0,6,122000,2,8000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2007,Haines Junction,33,1908000,29,2,639000,0,0,3,1254000,1,15000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2007,Mayo,28,7291000,19,4,642000,2,90000,5,6535000,2,25000,Including Elsa and Keno.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2007,Old Crow,15,1217000,13,8,939000,0,0,2,278000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2007,Pelly Crossing,24,13515000,23,16,1806000,1,11709000,0,0,0,0,Including Stewart Crossing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2007,Ross River,19,585000,16,5,583000,0,0,3,2000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2007,Teslin,36,873000,29,4,741000,0,0,6,122000,1,10000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2007,Whitehorse - City,1019,50453000,865,171,29771000,39,3934000,25,2858000,90,13890000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WH'>View boundary on map</a>
2007,Watson Lake,61,1688000,50,7,980000,1,40000,7,634000,3,34000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2006,Yukon,1568,100938000,1305,292,40717000,44,2605000,84,33461000,135,24156000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK'>View boundary on map</a>
2006,Beaver Creek,7,106000,5,0,96000,0,0,2,10000,0,0,Including Burwash Landing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2006,Carcross,15,119000,14,0,119000,1,0,0,0,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2006,Carmacks,7,294000,4,1,120000,0,0,2,169000,1,5000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2006,Destruction Bay,14,1673000,11,9,1626000,0,0,3,47000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2006,Dawson,91,2158000,72,22,1881000,1,100000,11,103000,7,74000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2006,Faro,46,415000,44,4,409000,0,0,1,1000,1,5000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2006,Haines Junction,27,1007000,22,6,904000,1,0,3,103000,1,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2006,Mayo,24,6135000,15,4,297000,0,0,9,5838000,0,0,Including Elsa and Keno.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2006,Old Crow,2,1335000,0,0,0,0,0,1,1332000,1,3000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2006,Pelly Crossing,27,1268000,8,2,266000,0,0,3,21000,16,982000,Including Stewart Crossing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2006,Ross River,20,497000,18,8,457000,2,40000,0,0,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2006,Teslin,20,262000,9,0,46000,0,0,9,210000,2,6000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2006,Whitehorse - City,952,76539000,821,177,27868000,34,2205000,26,24316000,71,22152000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WH'>View boundary on map</a>
2006,Watson Lake,57,1675000,42,1,335000,0,0,6,1081000,9,258000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2005,Yukon,1573,75639000,1348,291,44103000,40,2077000,79,23693000,106,5766000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK'>View boundary on map</a>
2005,Beaver Creek,3,31000,1,0,15000,0,0,2,16000,0,0,Including Burwash Landing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2005,Carcross,9,234000,4,2,183000,0,0,4,48000,1,4000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2005,Carmacks,18,9167000,16,0,175000,0,0,1,8948000,1,44000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2005,Destruction Bay,2,69000,0,0,0,0,0,0,0,2,69000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2005,Dawson,71,2469000,48,6,923000,2,45000,8,776000,13,725000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2005,Faro,23,359000,17,0,205000,0,0,3,13000,3,142000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2005,Haines Junction,27,728000,16,2,327000,0,0,6,276000,5,125000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2005,Mayo,37,1033000,28,8,947000,2,7000,6,54000,1,25000,Including Elsa and Keno.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
