year,month,region,total_aircraft_movements,data_note,footnotes,data_source,region_code,geographic_boundary
2002,1,Whitehorse - City,1092,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2001,12,Whitehorse - City,875,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2001,11,Whitehorse - City,1320,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2001,10,Whitehorse - City,2300,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2001,9,Whitehorse - City,2725,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2001,8,Whitehorse - City,3459,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2001,7,Whitehorse - City,4649,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2001,6,Whitehorse - City,4355,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2001,5,Whitehorse - City,3832,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2001,4,Whitehorse - City,2891,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2001,3,Whitehorse - City,2516,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2001,2,Whitehorse - City,1836,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2001,1,Whitehorse - City,1077,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2000,12,Whitehorse - City,891,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2000,11,Whitehorse - City,1141,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2000,10,Whitehorse - City,2031,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2000,9,Whitehorse - City,2503,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2000,8,Whitehorse - City,3524,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2000,7,Whitehorse - City,4471,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2000,6,Whitehorse - City,4129,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2000,5,Whitehorse - City,3609,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2000,4,Whitehorse - City,3535,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2000,3,Whitehorse - City,2314,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2000,2,Whitehorse - City,2677,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2000,1,Whitehorse - City,903,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1999,12,Whitehorse - City,988,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1999,11,Whitehorse - City,1280,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1999,10,Whitehorse - City,1801,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1999,9,Whitehorse - City,2452,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1999,8,Whitehorse - City,4540,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1999,7,Whitehorse - City,3598,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1999,6,Whitehorse - City,3895,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1999,5,Whitehorse - City,2954,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1999,4,Whitehorse - City,2230,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1999,3,Whitehorse - City,2197,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1999,2,Whitehorse - City,1572,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1999,1,Whitehorse - City,1203,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1998,12,Whitehorse - City,1862,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1998,11,Whitehorse - City,1783,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1998,10,Whitehorse - City,2211,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1998,9,Whitehorse - City,2537,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1998,8,Whitehorse - City,4262,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1998,7,Whitehorse - City,3922,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1998,6,Whitehorse - City,4648,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1998,5,Whitehorse - City,3896,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1998,4,Whitehorse - City,2003,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1998,3,Whitehorse - City,1977,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1998,2,Whitehorse - City,1863,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1998,1,Whitehorse - City,1267,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1997,12,Whitehorse - City,1221,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1997,11,Whitehorse - City,2364,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1997,10,Whitehorse - City,2179,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1997,9,Whitehorse - City,3764,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1997,8,Whitehorse - City,5008,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1997,7,Whitehorse - City,5939,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1997,6,Whitehorse - City,5793,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1997,5,Whitehorse - City,3979,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1997,4,Whitehorse - City,3529,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1997,3,Whitehorse - City,2637,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1997,2,Whitehorse - City,2624,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
1997,1,Whitehorse - City,1160,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
