year,region,births,deaths,marriages,data_note,footnotes,data_source,region_code,geographic_boundary
2018,Teslin,6,4,1,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.TA,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TA'>View boundary on map</a>
2018,Watson Lake,16,14,5,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2018,Whitehorse - Area,311,168,126,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.WHA,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WHA'>View boundary on map</a>
2018,Yukon,388,225,172,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK'>View boundary on map</a>
2018,Yukon - Other,0,0,2,Includes the communities of Champagne; Elsa; Johnson’s Crossing; Keno; Mendenhall; Stewart Crossing; Swift River; and other locations outside of a Yukon community.,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.OTH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OTH'>View boundary on map</a>
2017,Beaver Creek,0,0,1,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2017,Burwash Landing,2,2,0,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.BL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BL'>View boundary on map</a>
2017,Carcross,2,5,9,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2017,Carmacks,9,4,1,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2017,Dawson,21,7,18,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2017,Destruction Bay,1,0,1,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
