year,region,public_school_enrolment,data_note,footnotes,data_source,region_code,geographic_boundary
2014,Whitehorse - City,4120,Total including urban elementary and secondary schools (Christ the King Elementary; École Whitehorse Elementary School; Elijah Smith Elementary School; Golden Horn Elementary School; Grey Mountain Primary School; Hidden Valley Elementary School; Holy Family Elementary School; Jack Hulland Elementary School; Selkirk Elementary School; Takhini Elementary School;  Dámbü Tän Kets\'áda? K?? – Cliff Trail Elementary School (Whistle Bend est. 2025); École Émilie-Tremblay; Centre Scolaire Secondaire Communautaire Paul-Émile Mercier (CSSC Mercier est. 2020); F.H. Collins Secondary School; Individual Learning Centre; Porter Creek Secondary School and St. Francis of Assisi Catholic Secondary School. Prior to November 2020 Académie Parhélie experiential curriculum program was administered via École Émilie-Tremblay. Prior to June 2022 St. Francis of Assisi Catholic Secondary School was called Vanier Catholic Secondary School.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WH'>View boundary on map</a>
2014,Beaver Creek,9,Nelnah Bessie John School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2014,Carcross,43,Ghùch Tlâ Community School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2014,Carmacks,95,Tantalus Community School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2014,Dawson,212,Total including Robert Service School and Programme Confluence (est. 2023),Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2014,Destruction Bay,14,Kluane Lake School offers kindergarten through Grade 8.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2014,Faro,53,Del Van Gorder School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2014,Haines Junction,104,St. Elias Community School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2014,Mayo,61,J.V. Clark School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2014,Old Crow,40,Chief Zzeh Gittlit School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2014,Pelly Crossing,68,Eliza Van Bibber School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2014,Ross River,46,Ross River School offers kindergarten through Grade 10.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2014,Teslin,44,Khàtinas.àxh Community School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2014,Watson Lake,191,Total including Johnson Elementary and Watson Lake Secondary schools.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2013,Whitehorse - City,4067,Total including urban elementary and secondary schools (Christ the King Elementary; École Whitehorse Elementary School; Elijah Smith Elementary School; Golden Horn Elementary School; Grey Mountain Primary School; Hidden Valley Elementary School; Holy Family Elementary School; Jack Hulland Elementary School; Selkirk Elementary School; Takhini Elementary School;  Dámbü Tän Kets\'áda? K?? – Cliff Trail Elementary School (Whistle Bend est. 2025); École Émilie-Tremblay; Centre Scolaire Secondaire Communautaire Paul-Émile Mercier (CSSC Mercier est. 2020); F.H. Collins Secondary School; Individual Learning Centre; Porter Creek Secondary School and St. Francis of Assisi Catholic Secondary School. Prior to November 2020 Académie Parhélie experiential curriculum program was administered via École Émilie-Tremblay. Prior to June 2022 St. Francis of Assisi Catholic Secondary School was called Vanier Catholic Secondary School.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WH'>View boundary on map</a>
2013,Beaver Creek,8,Nelnah Bessie John School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2013,Carcross,54,Ghùch Tlâ Community School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2013,Carmacks,105,Tantalus Community School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2013,Dawson,205,Total including Robert Service School and Programme Confluence (est. 2023),Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2013,Destruction Bay,14,Kluane Lake School offers kindergarten through Grade 8.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2013,Faro,45,Del Van Gorder School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2013,Haines Junction,117,St. Elias Community School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2013,Mayo,61,J.V. Clark School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2013,Old Crow,39,Chief Zzeh Gittlit School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2013,Pelly Crossing,55,Eliza Van Bibber School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2013,Ross River,45,Ross River School offers kindergarten through Grade 10.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2013,Teslin,45,Khàtinas.àxh Community School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2013,Watson Lake,182,Total including Johnson Elementary and Watson Lake Secondary schools.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2012,Whitehorse - City,4070,Total including urban elementary and secondary schools (Christ the King Elementary; École Whitehorse Elementary School; Elijah Smith Elementary School; Golden Horn Elementary School; Grey Mountain Primary School; Hidden Valley Elementary School; Holy Family Elementary School; Jack Hulland Elementary School; Selkirk Elementary School; Takhini Elementary School;  Dámbü Tän Kets\'áda? K?? – Cliff Trail Elementary School (Whistle Bend est. 2025); École Émilie-Tremblay; Centre Scolaire Secondaire Communautaire Paul-Émile Mercier (CSSC Mercier est. 2020); F.H. Collins Secondary School; Individual Learning Centre; Porter Creek Secondary School and St. Francis of Assisi Catholic Secondary School. Prior to November 2020 Académie Parhélie experiential curriculum program was administered via École Émilie-Tremblay. Prior to June 2022 St. Francis of Assisi Catholic Secondary School was called Vanier Catholic Secondary School.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WH'>View boundary on map</a>
2012,Beaver Creek,7,Nelnah Bessie John School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2012,Carcross,54,Ghùch Tlâ Community School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2012,Carmacks,111,Tantalus Community School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2012,Dawson,194,Total including Robert Service School and Programme Confluence (est. 2023),Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2012,Destruction Bay,10,Kluane Lake School offers kindergarten through Grade 8.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2012,Faro,38,Del Van Gorder School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2012,Haines Junction,120,St. Elias Community School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2012,Mayo,65,J.V. Clark School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2012,Old Crow,30,Chief Zzeh Gittlit School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2012,Pelly Crossing,46,Eliza Van Bibber School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2012,Ross River,45,Ross River School offers kindergarten through Grade 10.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2012,Teslin,49,Khàtinas.àxh Community School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2012,Watson Lake,187,Total including Johnson Elementary and Watson Lake Secondary schools.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2011,Whitehorse - City,4100,Total including urban elementary and secondary schools (Christ the King Elementary; École Whitehorse Elementary School; Elijah Smith Elementary School; Golden Horn Elementary School; Grey Mountain Primary School; Hidden Valley Elementary School; Holy Family Elementary School; Jack Hulland Elementary School; Selkirk Elementary School; Takhini Elementary School;  Dámbü Tän Kets\'áda? K?? – Cliff Trail Elementary School (Whistle Bend est. 2025); École Émilie-Tremblay; Centre Scolaire Secondaire Communautaire Paul-Émile Mercier (CSSC Mercier est. 2020); F.H. Collins Secondary School; Individual Learning Centre; Porter Creek Secondary School and St. Francis of Assisi Catholic Secondary School. Prior to November 2020 Académie Parhélie experiential curriculum program was administered via École Émilie-Tremblay. Prior to June 2022 St. Francis of Assisi Catholic Secondary School was called Vanier Catholic Secondary School.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WH'>View boundary on map</a>
2011,Beaver Creek,8,Nelnah Bessie John School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2011,Carcross,45,Ghùch Tlâ Community School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2011,Carmacks,111,Tantalus Community School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2011,Dawson,193,Total including Robert Service School and Programme Confluence (est. 2023),Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2011,Destruction Bay,8,Kluane Lake School offers kindergarten through Grade 8.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2011,Faro,39,Del Van Gorder School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2011,Haines Junction,128,St. Elias Community School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2011,Mayo,64,J.V. Clark School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2011,Old Crow,33,Chief Zzeh Gittlit School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2011,Pelly Crossing,45,Eliza Van Bibber School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2011,Ross River,61,Ross River School offers kindergarten through Grade 10.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2011,Teslin,59,Khàtinas.àxh Community School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2011,Watson Lake,208,Total including Johnson Elementary and Watson Lake Secondary schools.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2010,Whitehorse - City,4041,Total including urban elementary and secondary schools (Christ the King Elementary; École Whitehorse Elementary School; Elijah Smith Elementary School; Golden Horn Elementary School; Grey Mountain Primary School; Hidden Valley Elementary School; Holy Family Elementary School; Jack Hulland Elementary School; Selkirk Elementary School; Takhini Elementary School;  Dámbü Tän Kets\'áda? K?? – Cliff Trail Elementary School (Whistle Bend est. 2025); École Émilie-Tremblay; Centre Scolaire Secondaire Communautaire Paul-Émile Mercier (CSSC Mercier est. 2020); F.H. Collins Secondary School; Individual Learning Centre; Porter Creek Secondary School and St. Francis of Assisi Catholic Secondary School. Prior to November 2020 Académie Parhélie experiential curriculum program was administered via École Émilie-Tremblay. Prior to June 2022 St. Francis of Assisi Catholic Secondary School was called Vanier Catholic Secondary School.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WH'>View boundary on map</a>
2010,Beaver Creek,5,Nelnah Bessie John School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2010,Carcross,53,Ghùch Tlâ Community School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2010,Carmacks,103,Tantalus Community School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2010,Dawson,196,Total including Robert Service School and Programme Confluence (est. 2023),Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2010,Destruction Bay,7,Kluane Lake School offers kindergarten through Grade 8.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2010,Faro,42,Del Van Gorder School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2010,Haines Junction,127,St. Elias Community School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2010,Mayo,62,J.V. Clark School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2010,Old Crow,42,Chief Zzeh Gittlit School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2010,Pelly Crossing,58,Eliza Van Bibber School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2010,Ross River,65,Ross River School offers kindergarten through Grade 10.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2010,Teslin,58,Khàtinas.àxh Community School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2010,Watson Lake,219,Total including Johnson Elementary and Watson Lake Secondary schools.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2009,Whitehorse - City,3965,Total including urban elementary and secondary schools (Christ the King Elementary; École Whitehorse Elementary School; Elijah Smith Elementary School; Golden Horn Elementary School; Grey Mountain Primary School; Hidden Valley Elementary School; Holy Family Elementary School; Jack Hulland Elementary School; Selkirk Elementary School; Takhini Elementary School;  Dámbü Tän Kets\'áda? K?? – Cliff Trail Elementary School (Whistle Bend est. 2025); École Émilie-Tremblay; Centre Scolaire Secondaire Communautaire Paul-Émile Mercier (CSSC Mercier est. 2020); F.H. Collins Secondary School; Individual Learning Centre; Porter Creek Secondary School and St. Francis of Assisi Catholic Secondary School. Prior to November 2020 Académie Parhélie experiential curriculum program was administered via École Émilie-Tremblay. Prior to June 2022 St. Francis of Assisi Catholic Secondary School was called Vanier Catholic Secondary School.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WH'>View boundary on map</a>
2009,Beaver Creek,12,Nelnah Bessie John School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2009,Carcross,55,Ghùch Tlâ Community School offers kindergarten through Grade 9.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2009,Carmacks,107,Tantalus Community School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2009,Dawson,208,Total including Robert Service School and Programme Confluence (est. 2023),Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2009,Destruction Bay,7,Kluane Lake School offers kindergarten through Grade 8.,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2009,Faro,44,Del Van Gorder School,Enrolment as of May 31st of each year.,Government of Yukon; Department of Education.,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
