census_year,geo_name,category,sub_category,variable_name,total,male,female,flag_total,flag_male,flag_female,geo_location,data_notes,geo_code
2016,Carcross 4,Total - Private households by household type - 100% data,Non-census-family households,Two-or-more person non-census-family households,,,,x,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001008'>View boundary on map</a>,,6001008
2016,Carcross-Tagish Region,,,Total - Private households by household type - 25% sample data,310,,,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=YBS048008036'>View boundary on map</a>,,YBS048008036
2016,Carcross-Tagish Region,Total - Private households by household type - 25% sample data,,One-census-family households,175,,,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=YBS048008036'>View boundary on map</a>,,YBS048008036
2016,Carcross-Tagish Region,Total - Private households by household type - 25% sample data,One-census-family households,Without children in a census family,110,,,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=YBS048008036'>View boundary on map</a>,,YBS048008036
2016,Carcross-Tagish Region,Total - Private households by household type - 25% sample data,One-census-family households,With children in a census family,75,,,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=YBS048008036'>View boundary on map</a>,,YBS048008036
2016,Carcross-Tagish Region,Total - Private households by household type - 25% sample data,,Multiple-census-family households,0,,,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=YBS048008036'>View boundary on map</a>,,YBS048008036
2016,Carcross-Tagish Region,Total - Private households by household type - 25% sample data,,Non-census-family households,125,,,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=YBS048008036'>View boundary on map</a>,,YBS048008036
2016,Carcross-Tagish Region,Total - Private households by household type - 25% sample data,Non-census-family households,One-person households,120,,,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=YBS048008036'>View boundary on map</a>,,YBS048008036
2016,Carcross-Tagish Region,Total - Private households by household type - 25% sample data,Non-census-family households,Two-or-more person non-census-family households,10,,,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=YBS048008036'>View boundary on map</a>,,YBS048008036
2016,Carmacks,,,Total - Private households by household type - 100% data,200,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001012'>View boundary on map</a>,,6001012
