census_year,geo_name,category,subcategory,variable_name,total,male,female,flag_total,flag_male,flag_female,geo_location,data_notes,geo_code
2011,Pelly Crossing,,,Population; 2011,336,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001041
2011,Pelly Crossing,,,Population; 2006,296,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001041
2011,Pelly Crossing,,,Population percentage change; 2006 to 2011,13.5,,,,...,...,,,6001041
2011,Pelly Crossing,,,Total private dwellings,145,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census2'>2</a>,6001041
2011,Pelly Crossing,,,Private dwellings occupied by usual residents,132,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census3'>3</a>,6001041
2011,Pelly Crossing,,,Population density per square kilometre,10.4,,,,...,...,,,6001041
2011,Pelly Crossing,,,Land area in square kilometres,32.43,,,,...,...,,,6001041
2011,Ross River,,,Population; 2011,352,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001041
2011,Ross River,,,Population; 2006,313,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001041
2011,Ross River,,,Population percentage change; 2006 to 2011,12.5,,,,...,...,,,6001041
2011,Ross River,,,Total private dwellings,184,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census2'>2</a>,6001041
2011,Ross River,,,Private dwellings occupied by usual residents,150,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census3'>3</a>,6001041
2011,Ross River,,,Population density per square kilometre,17.1,,,,...,...,,,6001041
2011,Ross River,,,Land area in square kilometres,20.62,,,,...,...,,,6001041
2011,Stewart Crossing,,,Population; 2011,25,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001050
2011,Stewart Crossing,,,Population; 2006,35,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001050
2011,Stewart Crossing,,,Population percentage change; 2006 to 2011,-28.6,,,,...,...,,,6001050
2011,Stewart Crossing,,,Total private dwellings,18,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census2'>2</a>,6001050
2011,Stewart Crossing,,,Private dwellings occupied by usual residents,14,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census3'>3</a>,6001037
2011,Stewart Crossing,,,Population density per square kilometre,0.9,,,,...,...,,,6001037
2011,Stewart Crossing,,,Land area in square kilometres,28.75,,,,...,...,,,6001037
2011,Swift River,,,Population; 2011,0,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001046
2011,Swift River,,,Population; 2006,10,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001046
2011,Swift River,,,Population percentage change; 2006 to 2011,-100,,,,...,...,,,6001046
2011,Swift River,,,Total private dwellings,0,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census2'>2</a>,6001046
2011,Swift River,,,Private dwellings occupied by usual residents,0,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census3'>3</a>,6001046
2011,Swift River,,,Population density per square kilometre,0,,,,...,...,,,6001046
2011,Swift River,,,Land area in square kilometres,22.71,,,,...,...,,,6001046
2011,Tagish,,,Population; 2011,391,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001046
2011,Tagish,,,Population; 2006,222,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001046
2011,Tagish,,,Population percentage change; 2006 to 2011,76.1,,,,...,...,,,6001046
