census_year,geo_name,category,variable_name,total,male,female,flag_total,flag_male,flag_female,geo_location,data_notes,geo_code
2021,Yukon - Unorganized,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,135,70,65,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001045'>View boundary on map</a>,,6001045
2021,Yukon - Unorganized,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001045'>View boundary on map</a>,,6001045
2021,Yukon - Unorganized,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,115,80,35,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001045'>View boundary on map</a>,,6001045
2021,Yukon - Unorganized,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,525,220,305,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001045'>View boundary on map</a>,,6001045
2021,Alaska Highway North Region,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,410,195,215,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS042039049018'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,YBS042039049018
2021,Alaska Highway North Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,40,10,30,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS042039049018'>View boundary on map</a>,,YBS042039049018
2021,Alaska Highway North Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS042039049018'>View boundary on map</a>,,YBS042039049018
2021,Alaska Highway North Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,55,45,10,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS042039049018'>View boundary on map</a>,,YBS042039049018
2021,Alaska Highway North Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,315,145,170,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS042039049018'>View boundary on map</a>,,YBS042039049018
2021,Carcross-Tagish Region,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,220,115,100,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008036'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,YBS048008036
2021,Carcross-Tagish Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,30,20,10,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008036'>View boundary on map</a>,,YBS048008036
2021,Carcross-Tagish Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008036'>View boundary on map</a>,,YBS048008036
2021,Carcross-Tagish Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,35,25,10,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008036'>View boundary on map</a>,,YBS048008036
2021,Carcross-Tagish Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,150,75,75,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008036'>View boundary on map</a>,,YBS048008036
2021,Teslin Region,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,125,60,70,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS006057007'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,YBS006057007
2021,Teslin Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,15,10,10,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS006057007'>View boundary on map</a>,,YBS006057007
2021,Teslin Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS006057007'>View boundary on map</a>,,YBS006057007
2021,Teslin Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,15,10,10,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS006057007'>View boundary on map</a>,,YBS006057007
2021,Teslin Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,95,45,55,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS006057007'>View boundary on map</a>,,YBS006057007
2021,Watson Lake Region,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,525,255,270,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS003032033034035'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,YBS003032033034035
2021,Watson Lake Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,30,15,15,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS003032033034035'>View boundary on map</a>,,YBS003032033034035
2021,Watson Lake Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS003032033034035'>View boundary on map</a>,,YBS003032033034035
2021,Watson Lake Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,80,55,25,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS003032033034035'>View boundary on map</a>,,YBS003032033034035
2021,Watson Lake Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,420,185,235,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS003032033034035'>View boundary on map</a>,,YBS003032033034035
2021,Carcross Region,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,120,70,50,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,YBS048008
2021,Carcross Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,10,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008'>View boundary on map</a>,,YBS048008
2021,Carcross Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008'>View boundary on map</a>,,YBS048008
2021,Carcross Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,15,15,10,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008'>View boundary on map</a>,,YBS048008
2021,Carcross Region,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,95,50,40,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008'>View boundary on map</a>,,YBS048008
